"kön";"utbildningens inriktning";"region där utbildningen bedrivs";"utbildningens studietakt";"utbildningens studieform";"utbildningens längd";"utbildningens examenstyp";"Antal studerande 2020";"Antal studerande 2021";"Antal studerande 2022";"Antal studerande 2023";"Antal studerande 2024";"Antal examinerade 2020";"Antal examinerade 2021";"Antal examinerade 2022";"Antal examinerade 2023";"Antal examinerade 2024"
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";106;108;68;31;..;28;37;31;31;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";106;108;68;31;..;28;37;31;31;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";37;101;156;162;135;0;0;29;53;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";37;101;156;162;135;0;0;29;53;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";783;902;938;919;851;189;248;281;295;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";738;889;938;919;851;159;235;281;295;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";45;13;..;..;..;30;13;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;45;88;124;129;..;0;0;30;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;23;46;64;73;..;0;0;17;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;22;42;60;56;..;0;0;13;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";260;232;248;276;306;66;70;76;48;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";260;232;248;276;306;66;70;76;48;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
